"doc_id","text"
"s3808.nmf","especializado Boa tarde eu sei deixar meu celular foi bloqueado e eu tô querendo código de barra a pagar e outra coisa dados móveis não está funcionando 2728 oito meia 7 efeito parcelamento e pagou o valor da entrada do parcelamento no código do ativ"
"s3809.nmf","especialista Juliana boa tarde com quem eu falo que ela tá vindo cada vez que ela chega ela chega mais cara do que a trave do seu normal a tv aumento previsto geral foi só para você rapaz de quanto foi o aumento acontecendo não é só do mês passado p"
"s3810.nmf","atendimento especializado Oi meu nome é Albino com quem eu falo por favor Daniela em que eu posso te ajudar agora esse número 3415-8707 nova só um minuto para Daniela sua mãe me xinga no mesmo momento que o Daniel só mais um minutinho tá Tomazini tin"
"s3811.nmf","atendimento especializado aee com boa tarde com quem eu falo e a ligação da menina e me oferecendo um plano de internet ligado que eu tinha um plano que passa aqui que eu pagava 189 a 74 e 99 valor de pagar sócio na conta de setembro outubro no Face já"
"s3812.nmf","atendimento especializado da Oi meu nome é ele é de boa tarde eu falo com a senhora Joana Boa tarde com o nome do senhor lição 35 é o mesmo telefone que você deseja atendimento em que posso ajudar mesmo porque tá vindo descontado na conta da minha m"
"s3813.nmf","especialista quieto ver com quem eu falo por gentileza 3491-9670 ligação cai posta retornando indique o item que eu não lembro ter quitado ele é Oi fixo 300 fim de semana OK só um momento que eu vou tá verificando obrigado tá guardado Desculpa a dem"
"s3814.nmf","rendimento oficializado Oi boa tarde meu nome é Leo com quem eu falo 4808 contos e mudança de plano também a minha conta Desde janeiro todo mês do polígono para vocês para o reclamando que eu pago no jornal de 70 e tá sendo cobrado 4965 falei como <U+FFFD>"
"s3815.nmf","rendimentos equalizadores pela boa tarde com quem eu falo em que eu posso tá carregando alô alô tá me escutando muito baixo mas tá ouvindo Ah tá em que eu possa te ajudando eu pedi que não foi nem completo O serviço aqui você solicitou solicitou u"
"s3816.nmf","atendimento especializado Boa tarde meu nome é Lucas com quem eu falo e o número para o Qual você deseja atendimento Paulo é o DDD (31) 3485-2947 que posso ajudar em alguma coisa cancelado aí entendeu verificar confirma para mim os três primeiros nú"
"s3817.nmf","no caso eu queria tá pedindo mais internet "
"s3818.nmf","atendimento especializado Patrícia boa tarde com quem falo Sidney ligação cair e te dou um retorno tá bom na internet aqui o negócio é um pequeno negócio do wi-fi é o 3316-1097 na verdade hoje você tem 10 megas e a gente só tem disponível no mom"
"s3819.nmf","é boa tarde moça 2 anos para mim da Oi eu não sei se é devido a um parcelamento que eu fiz parcelamento Oi vai falar desse parcelamento não ela aí ela pediu para mim aí eu deixei te amo muito Letícia informe o nome do inventor da Silveira Pereira n"
"s3820.nmf","centro especializado na boa tarde com quem fica não porque aqui tá ligado só que eu faço e não haja internet eu mudei a 10 a 15 uma promoção que a moça me deu e ela disse que como meu modem já tá um pouco mais velho não está com 2 horas pra tro"
"s3821.nmf","atendimento especializado hoje Fernanda Boa tarde com quem eu falo ok mas seu número que você deseja atendimento seria o 2417-9007 em que posso te ajudar mas sim só um momento por gentileza será mais obrigado por aguardar olha no caso que eu sou perío"
"s3822.nmf","sentimental Heloísa Boa tarde com quem eu falo no número final 9258 que linda essa Sim essa fatura de 5913 em aberto Qual que é o e-mail tattoo arroba hotmail.com Camila Leal JP arroba arroba hotmail.com essa semana já enviei ela fez o seu e-mail tá b"
"s3823.nmf","polimento cristalizado o Jefferson Boa tarde com quem eu falo o Talison cancelamento do Oi Total com você Oi Total só pode ir com a gente né mas só que a gente não faz cancelamento tá eu quero cancelar o oi Total Aí eu posso transferir para o setor "
"s3824.nmf","se você quiser você quer atendimento é oficial 2629 Oi Gisele Gurgel Barbosa comprei aqui ela que venceu no dia agradecer ainda né verdade e é um parcelamento de Moto Center em ordem de serviço aqui para retirar o bloqueio de um prazo de até 6 horas"
"s3825.nmf","atendimento especializado Patrícia boa tarde com quem falo Patrícia é Patrícia também né Patrícia Acioli informar que será Nossa ligação cair eu te dou um retorno tá bom internet com telefone no valor de r$ 114 em uma cliente que falou que não "
"s3826.nmf","atendimento especializado Oi meu nome é Fabiane Boa tarde com quem eu falo e eda o telefone que você deseja um atendimento fixo se caso a ligação caiu retorna O número que você está me ligando tá em cima para mim por favor o número do telefone fix"
"s3827.nmf","atendimento especializado Nayara Boa tarde do dia 22 O telefone é 2662-9227 07003-287 9453 o que que aconteceu nessa linha do metrô 4 meses simulador de saber se eu poderia suspender temporariamente pode se estender até por cento e vinte dias que são 4"
"s3828.nmf","atendimento personalizado Oi boa tarde meu nome é Guilherme com quem eu falo Boa tarde Guilherme cancelar o plano pós-pago aí não sei se tem alguém se passando por mim e trocando as planas Pode ser aquela paz operadora eu não quero mais me aguarde s<U+FFFD>"
"s3829.nmf","especializado o Jefferson Boa tarde com quem eu falo mas eu queria saber como que eu faço para falar para a receita que passou três dias sem internet Eu queria saber como que faz aí que eu queria que fosse descontado na fatura algum valor do próximo m<U+FFFD>"
"s3830.nmf","atendimento especializado Oi meu nome é Marcos Boa tarde com quem eu falo o que eu quero saber de quantos dias que meu plano dessa linha telefônica foi alterado e qual a data a data de expiração Qual o número do telefone 64 telefone está no celular m"
"s3831.nmf","atendimento especializado na era boa tarde que eu falo somente você pode pode te ajudar porque a gente só que não tá pegando trocar o modem e não está funcionando não tá acho que eles não ainda não mudou de endereço e número de atendimento ao 3"
"s3832.nmf","rendimento Oi Heloísa Boa tarde com quem eu falo e Luiza Boa tarde irmão Jorge tudo bem Luiza primeiro eu fiz um atenção de um plano com uma portabilidade portabilidade segundo informações que obtive hoje com a Oi está prevista para ocorrer a segund"
"s3833.nmf","cancelamento da minha conta agora do mês de Julho estava atrasada e vocês cortaram meu telefone bloqueado não tem que fazer o parcelamento quando cheguei tudo registrado só que meu filho foi duas vezes a casa lotérica na casa lotérica estava fora do "
"s3834.nmf","você se alista mais nada boa tarde com quem eu falo eu penso em você desde o momento em que ele ficaria mesmo né 2623-8419 alô tô num momento tá assim ouvindo Eu também não fiz nada aqui né e não tá tendo nenhuma ordem serviço Eu Tô verificand"
"s3835.nmf","Boa tarde você faz um dia que a gente tá tentando mudar o plano para 2 megas de internet porque ele é um plano que sim mas nunca chegou aí a gente quer e a internet fica caindo muito e oscilando a gente pelo que ouve oque o atendimento é pro número ("
"s3836.nmf","eu quero seu país Boa tarde com quem eu falo porque você letra de atendimento aos 37 19 não porque 1952 e 55 Nossa Senhora a senhora tem um velho que o fixo É zero preciso que a senhora tem só me confirma o seu primeiro disco do CPF do titular por fav"
"s3837.nmf","atendimento Oi Heloísa Boa tarde com quem eu falo Heloísa quase assim tá deixa eu te falar essa é minha linha Oi eu não tenho telefone Então eu queria bloquear o oi ficar só com o olho dela O número final 3778 momento por gentileza ok já sinto voc"
"s3838.nmf","alimentação do CPF 105 o número 4161-4510 DDD 2835-6145 DDD (28) 35186-1459 cancelar solicitação do Senhor fazendo as fotos do trabalho viajando e eu sair da empresa e a empresa me em São Paulo no Espírito Santo a esposa foi tarde não pagou a conta"
"s3839.nmf","ele foi realizado da Oi boa tarde meu nome é Juliana eu falo o que eu posso ajudar no eu quero fazer o cancelamento de uma Me aguarde só um momento Oi Seu nome é qual Judite cancelamento do número (32) 4635-3846 2357 estava em uma música acompanhament"
"s3840.nmf","atendimento especializado em meu nome é Eduardo Boa tarde com quem eu falo Boa tarde visitante tudo bem Vicente que pode ajudar 3 já sabia II 2007 5696 não me pertence mais foi cancelado correto e aí o que que acontece em março deste ano de 2017 no di"
"s3841.nmf","Boa noite eu tenho que ir nessa atendimento atendimento especializado Oi Sabrina com quem eu falo pode me passar o valor da minha fatura agora porque não tá ativando a minha internet tá eu quero que você me informe primeiramente vocês primeiros númer"
"s3842.nmf","atendimento especializado Júnior Boa tarde com quem eu falo com a menina recarga de celular não existe entendeu Aí eu fui olhar agora tchau - 83813-537 casa ligação Record Caiapó Santana nesse número tá bom tá bom é sinceramente é isso mesmo voc"
"s3843.nmf","rendimentos atrasado hoje filha boa tarde com quem eu falo eu quero minha mãe me passa o telefone da sua mãe 4383536 como que é o nome do Catete telefone da sua mãe tá no nome dela também o telefone que você me informou que é da sua mãe a titular "
"s3844.nmf","Pizzaria Juliana boa tarde boa tarde oi boa tarde falo Jayane Jayane não se fosse bloqueado o que fazer Como tratar o número (21) 3401-4256 Me confirma o nome completo do titular da linha tô mais ou menos aluna mais ou menos eu já tô quase finalizando"
"s3845.nmf","realizado hoje à tarde mas eu queria ver se você conseguir visualizar minha conta e noventa e oito e r$ 50 telefone que tá telefone 9902-8802 Você tá aí ainda vai estrear bicho dia 15 não é isso acontece tarde abrir um código de barra mas eu tenho"
"s3846.nmf","atendimento especializado Oi meu nome é Jonathan Boa tarde com quem eu falo às vezes o nosso sentimento vai ter que ter um retorno depois sobre o cancelamento do número para qual de atendimento qual seria por gentileza para Oi para outra empresa e aí P"
"s3847.nmf","atendimento especializado a hora da tarde passo sim eu falo com quem rock David só momento número do protocolo é 2017 107 85933-613 que eu posso te ajudar em inglês Cadê você não concorda com valor eu comparei com a fatura que precisar só vale agor"
"s3848.nmf","documentário meu nome é endereço de cobrança de forma simples e rápida acesse minha oi.com.br faça seu cadastro e veja sua conta  em caso de perda e roubo do seu celular acesse minhaoi.com.br e faça um pouquinho de forma rápida e segura quando e on"
"s3849.nmf","atendimento especializado Oi meu nome é Albino com quem eu falo por favor atendimento especializado Oi meu nome é Albino com quem eu falo por favor atendimento especializado Oi meu nome é Albino com quem eu falo por favor atendimento especializado Oi me"
"s3850.nmf","atendimento especializado Oi meu nome é Jonathan Boa tarde com quem eu falo 300 com nosso atendimento Douglas para qual deseja atendimento 65 99280-3917 qual motivo da ligação não queria saber se amanhã está programado na instalação mesmo do meu do"
"s3851.nmf","atendimento especializado o Jefferson Boa tarde com quem eu falo como posso te ajudar eu queria transferir todo cancelamento Eu verifiquei aqui que você veio do suporte Tec mas ele não transferir por cancelamento corretamente eu vou te transferir agora t"
"s3852.nmf","temperatura de cancelamento "
"s3853.nmf","atendimento Oi boa tarde meu nome é Wesley com quem eu falo Wesley é o seguinte eu fiz a negociação da Oi pagamento de faturas em atraso eles falaram que em 48 horas é ativar o meu serviço novamente o meu serviço não foi seu número temporariamente"
"s3854.nmf","atendimento especializado o Jefferson Boa tarde com quem eu falo com posso ajudar lá gente que me atende e desliga na minha cara tá ligado estava bloqueada por conta de ninguém menos de 30 dias eu mando a foto agora eu já mandei a conta do mês fui lá"
"s3855.nmf","os bancos personalizado meu nome é Jucimara Boa tarde com quem eu falo que acontece com 3 6 12 2357 telefone 3612-8357 DDD 68 tem uma pendência que estava liberada a contestação eu tenho código de barra para pagamento de algumas faturas falta pegar o "
"s3856.nmf","Boa tarde atendimento especializado hoje Sabrina com quem eu falo por gentileza Qual o seu nome Sabrina Sabrina que eu paguei minha conta ontem de manhã e cortaram meu telefone hoje só queria mesmo que o senhor Fabiano Ok Paulo como funciona quando você"
"s3857.nmf","perguntou atendimento especializado da Oi meu nome é Eliete Boa tarde com quem eu falo Boa tarde né Solange a senhora fala do telefone 6232-9856 79750-677 é o mesmo telefone que a senhora deseja atendimento telefone está no nome da senhora mesmo Pode m"
"s3858.nmf","desejar boa tarde com quem falo Boa tarde com Joana D'arc de combate e Premiere Combate Premiere pregador navegar para Lagoa da Conceição fazer adesão aí ouvindo aí como é que eu vou entrar em contato contigo obrigado por aguardar Abra seu coração "
"s3859.nmf","atendimento especializado Oi meu nome é Jonathan Boa tarde com quem eu falo eu gostaria de saber informações de vocês eu recebi uma ligação Já tinha recebido a uns dias atrás da central da Oi é o nome da menina Camila e ela me disse que quando mud"
"s3860.nmf","atendimento especializado Oi meu nome é Marcos Boa tarde com quem eu falo isso que germinam e fiquei chorando outra vez eu queria cancelar a linha telefônica o número do telefone Casa dos Galaxy AC 73418-234 Ok vou então direcional chorar agora para o "
"s3861.nmf","atendimento especializado hoje é função Boa tarde com quem eu falo eu fico morena como a Oi não forneceu a internet falou mesmo que é casada mas ele falou que não tinha Fé no dia 24 havia cancelado com outro valor em valor nenhum do neném internet "
"s3862.nmf","atendimento especializado Oi boa tarde meu nome é jade com quem eu falo ligar para fazer uma página da internet verificando aqui para qual dia que a gente pode tá girando tá bom você pode por favor tá me informando o número 57176882 é oque é só u"
"s3863.nmf","atendimento Oi Heloísa Boa tarde com quem eu falo eu queria saber para confirmar agendamento da minha internet tá fraca cpf dele no momento ainda não serve 697 99 só mais um momento por gentileza Ana da madrugada porque não a qualidade para chegar na "
"s3864.nmf","já vai você já entrou em contato outras vezes que eu posso te ajudar então você tem um pedido pela internet 05040-371 a titular e Elsa Maria Porto Caetano Isso o quê Cala a boca cala a boca falar com a Luana Sábado Total Eliane Eliane que no caso aq"
"s3865.nmf","atendimento especializado Nayara Boa tarde com quem eu falo e ele digita aí eu queria te mandar você no e-mail ela não tava localizando a conta não conseguiu localizar no caso você sabe o valor da conta 9850 que vai vencer eu tenho código de barra ma"
"s3866.nmf","atendimento especializado Oi Warley Boa tarde com quem eu falo com a central Em Aparecida agora para resolver o seu problema é que posso te ajudar eu tô com sono você colocou o que é uma recarga para você tá no seu telefone informa então por favor o"
"s3867.nmf","especialista Mariana Boa tarde com quem eu falo sua tarde que é Daiana em que posso ajudar na minha internet que tem na parcela atrasada eu queria ver como é que eu faço para pagar meia 4 18 e aí só um momentinho que eu vou verificar para você porque"
"s3868.nmf","atendimento realizado Oi Cleberson Boa tarde com quem eu falo por gentileza verifique a respeito do plano que eu tô tentando trocar o número para trocar o adesivo final 478 meu CPF vira para trocar o plano seria fazer uma troca de plano tá em relação "
"s3869.nmf","atendimento especializado Oi meu nome é Gustavo com quem tem não quer fazer mudança de endereço mudei hoje eu não tinha internet 315 861 individual zero43 315 87111-861 Karina Alcântara não fale sobre você já tentou dar o endereço Carine a gentil"
"s3870.nmf","sentimento especializado Oi Daiane boa tarde com quem falo e quando eu tento conectar aí tá mandando fazer a configuração do modem tem como ficar me passando por você precisava também vou verificar primeiramente telefone (31) 3436-9608 Casa a ligaç<U+FFFD>"
"s3871.nmf","atendimento especializado da Iara Boa tarde eu falo com quem Ângela Muniz uma ligação foi gerado número se você não quer o que que eu posso te dar eu quero cancelar a internet por que motivo da Trafic de mim tava me ligando todos os dias para reclama"
"s3872.nmf","atendimento especializado Oi Fernanda boa tarde com quem eu falo é Carla o que você deseja sobre a conta que eu estou querendo falar do telefone é o (32) 9138-5231 na frente é só um momento por gentileza tá pega carga qual seria o valor da fatura que"
"s3873.nmf","cimento cristalizado Oi boa tarde meu nome é Leo com quem eu falo Boa tarde com Fernanda Fernando número para o qual você 3258-3759 é isso mesmo meu parceiro de todas as contas por exemplo de uma ligação de maio junho só momento só que não tá em "
"s3874.nmf","atendimento especializado Júnior Boa tarde com quem eu falo olha o que eu fiz uma solicitação aí na internet aí falaram que foi pedido cancelamento eu tô querendo saber como é que tá a situação dessa internet aqui que eu não aguento mais mexer c"
"s3875.nmf","atendimento especializado Oi Márcio Boa tarde com quem eu falo Martinho Carlos Oi Carlos Nascimento como é que fica a 890 J Carlos confirma para mim por gentileza o nome completo do titular e os três primeiros dígitos do CPF Carlos Henrique Castro CPF "
"s3876.nmf","atendimento especializado Patrícia boa tarde com quem eu falo  ok Wallace só me informar se a ligação cair de bom retorno tá bom tá em que eu tô podendo ajudar elas estavam em aberto né assim qual que é o número da linha 3595-2171 tá que eu vou "
"s3877.nmf","atendimento especializado Boa tarde meu nome é Lucas com quem eu falo eu sou Jardim night O técnico tá fazendo hoje só que ele já me ligou há muito tempo e até agora não chegou aqui como era era até as 18 horas ou até às 6 horas ele não te ligo"
"s3878.nmf","Eletro cristalizado Oi boa tarde meu nome é Mayara com quem eu falo oi meu nome é Maria da Conceição passa o telefone é o 2126 à venda de telefone disponível combustão retorno tá ele fiquei encostado ligando novamente pelo mesmo motivo né confirm"
"s3879.nmf","procurador atendimento especializado Oi meu nome é Albino com quem eu falo por favor é o Gustavo que está falando eu posso falar o que eu posso te ajudar Gustavo tchau Bernard o seguinte deixa aí que você desce uma escada para mim no sistema como é q"
"s3880.nmf","atendimento especializado para Boa tarde com quem eu falo OK é a ligação tá bem baixa que que eu posso ajudar você quer você quer cancelar linha Me confirma o CPF completo e o nome do titular da linha por favor você pode completo e o nome do titular"
"s3881.nmf","Boa tarde Sabrina especialista Oi com quem falo por gentileza quem é que eu posso ajudar né que eu mudei de endereço alistar Aram tudo direitinho só que a Internet não funciona só no primeiro dia para tomar mais não como ele quer usar instalar o fix"
"s3882.nmf","atendimento realizado Nayara Boa tarde com quem eu falo oi oi oi atendimento especializado Nayara Boa tarde com quem eu falo João Vitor a minha internet não tá funcionando João Vitor eu sei que não quis terminar nada que esteja impedindo né o funcion"
"s3883.nmf","atendimento especializado Oi Márcio Boa tarde com quem eu falo na Oi não é que essa geração no valor do meu plano mantidas todas as características mais identificar dores chamados não voltou a funcionar para 2539-6108 obrigado por aguardar pela minh"
"s3884.nmf","o que você desejar uma boa tarde com quem falo tudo que está liberado em casa que não tem altura para poder falar com você no celular não tem nada Então como você tá tudo bom "
"s3885.nmf","atendimento especializado Oi meu nome é Gustavo na linha 396 Depois eu pego lembrando Eduardo da Silva Oi quando a gente conseguiu dia primeiro vai depositar Cadê você primeiro eu queria um outro número que não quer atender ligação E você tá casad"
"s3886.nmf","atendimento Oi Valéria Boa tarde com quem eu fiz o passinho duas linhas telefônicas eu fiz o parcelamento dessa linha aqui que eu tô falando com você e aí eu fiz o pagamento da entrada no dia 20 quando eu fiz o pagamento alguns dias depois eu vim info"
"s3887.nmf","Você sabe se a Erica Boa tarde com quem eu falo "
"s3888.nmf","pegou lepra de atendimento especializado em meu nome é Gisele que eu posso te ajudar citado acima de r$ 9 mas com outras coisas aqui que aqui não sei o que mais é cobrado na fatura Eu quero saber se este valor está incluso são separados são serviço "
"s3889.nmf","me fez menos Centralizado Oi boa noite meu nome é Leo com quem eu falo o que é tão conta que essa conta não chegou aqui em casa Diz que é do mês 6 né e Júnior Vamos atendimento à rede 21 número 2686-0388 Oi alô oi é o número do telefone que vo"
"s3890.nmf","atendimento especializado Oi boa tarde meu nome é Mayara com quem eu falo para você fala com Margarida da Conceição Pereira Margarido número para qual posto de atendimento ao 36 26 47 27 ligação cai e deixa o telefone disponível vou te dar um retor"
"s3891.nmf","atendimento especializado galera boa tarde para desbloquear então para você fazer ligações desbloquear para você fazer ligações de Vivo atendimento ao (71) 3241-3665 nome completo e CPF do titular por gentileza cpf.de momento por gentileza você tin"
"s3892.nmf","atendimento Oi boa tarde meu nome é João Vitor então fala você deseja atendimento que está me ligando que é Quanto é 69 centavo e 70 parece 6990 e limitado para Oi fixo e aí confirmou foi os três primeiros número é 179 que que eu poderia te ajud"
"s3893.nmf","Boa tarde 2748  série de fotos da variação de valor do cachê do referente o meu telefone tava bloqueado tá bloqueado até o dia 18 é dia 17 de julho é feriado  porque assim você fez então utilização dos serviços do dia 17 até o dia 30 certo do"
"s3894.nmf","centro especializado Oi boa tarde meu nome é isso que eu falo o que eles falaram internet modem não acredita nele tem luz apagada Samsung só fica pagando deixa ele ficar pensando bem de quanto tempo enterrado a senhora está dessa forma Olha esse tecnic"
"s3895.nmf","especialista já é boa tarde não tem como falar com duas com três confirma o nome do titular da linha de Araújo O que é mais feliz que nós temos o tamanho 18 total é isso no sistema não consta nenhuma Fatura ainda entendeu é aberto não tem nenhum"
"s3896.nmf","comercializado oiteiro Boa tarde então falo com você vai poder me ajudar porque o rapaz ficou de falar net atendimento 8485-2947 E você tá nesse mesmo número viu só um momento por favor  você está na internet aí qual que é o nome Edilson espaço "
"s3897.nmf","atendimento especializado Patrícia boa noite com quem falo Edmilson Edmilson só lhe informar que será Nossa ligação cair eu te dou um retorno tá bom vamos lá qual que é o número da linha por favor 431 Ok qualquer coisa você tá achando que tá de"
"s3898.nmf","atendimento especializado na era boa tarde com quem eu falo tarde então identificar que você ligou anteriormente na central despacho de atendimento é 87386-4355 Tânia liga eu vou te pedir para aguardar tá que eu vou estar transferindo para o setor de "
"s3899.nmf","atendimento especializado Oi boa tarde boa tarde meu querido Papai número 4652-8228 mais de falar de ontem para hoje ocorreu ocorrido de meu celular foi roubado de outro documento entendeu aí quando eu fui ver o meu chip estava bloqueado junto com os fil"
"s3900.nmf","atendimento Oi boa tarde meu nome é só um fica com quem eu falo por gentileza Márcia número que deseja atendimento é esse que está me ligando pelo celular da minha esposa mas eu sou eu que fiquei mediador da encontrar Alessandra da Silva Araújo 0811"
"s3901.nmf","especializado de novo para me regularizar um serviço que teve na ativa na minha linha foi cancelada Oi efetivaram a linha para mim ligar hoje que horas para reativar a internet Qual foi o nome do titular da linha Oi qual que é o nome do titular a Fátima"
"s3902.nmf","especialista Márcia boa tarde com quem eu falo o máximo que eu posso te ajudar o meio mais ou menos fazer um ano e eu pedi e livelo funciona não tem como te ver agora porque você não tá vendo não tem aquele negócio na minha rua aqui aí eu falei be"
"s3903.nmf","atendimento especializado Oi Maysa Boa tarde com quem eu falo e quando eu te liguei sexta-feira e a última que você fez qual o número por favor 9999 se quiser está ativo né Mas é lindo por favor você tem que utilizar e não deu certo é isso não eu"
"s3904.nmf","atendimento especializado Oi meu nome é Fabiane Boa noite com quem eu falo por favor o telefone atendimento confirma confirma o número do telefone que deseja o atendimento é presidente de 75 76 77 correto se caso a ligação caiu retorna no número que "
"s3905.nmf","atendimento especializado Nayara Boa tarde com quem eu falo eu quero contestar que já tem 3 dias que eu estou sem internet estou eles dão um prazo que a internet vai normalizar só que não normaliza acabei de desligar agora ele fala que só iria normali"
"s3906.nmf","experimento casualizado da Oi boa tarde boa noite maravilhosa com quem eu falo valor na minha conta mas eu queria saber se tem algum valor que eu botei para o dia 26 mas eu queria saber se tem valor alguma coisa aí que tá com você na consulta no sistema"
"s3907.nmf","Felizardo hoje Daiane em que faz a garota em Apuros aqui já tá resolver meu problema mas eu tô ruim Passe aqui eu me cadastrei na minha Oi tá tá tudo bonitinho eu só estou aqui na página do dia seguinte Digite o código música pelo código minha Oi"
"s3908.nmf","atendimento especializado Oi Márcio Boa noite com quem eu falo Boa noite Natura e estou até agora sem sem o desbloqueio da linha você já pagou a entrada já foi o valor que você pagou o telefone ao 21267-4167 obrigado pela confirmação só um momento"
"s3909.nmf","atendimento Oi Heloísa Boa noite com quem eu falo final 7858 Itapevi que não vai a internet porque geralmente quando faz alteração do endereço ela como se fosse a instalação não você mora em falar do pedido novo entendeu Não entendi mas é como s"
"s3910.nmf","atendimento especializado hoje gerlan boa noite com quem falo boa noite agora aí eu gostaria de saber se você tem aí uma festa boa aí para mim renovar a notícia Só um momentinho por gentileza eu tô apertando aqui um plano encontro pessoa que atenda "
"s3911.nmf","sedimentos em Salvador e feira Boa tarde com quem eu falo a ligação tá ruim não consigo te ouvir no caso não vou tem que falar com você tá sem esse acerto deles dois ficar no caso foi você não sabe informar o que que foi ou foi por falta de pagame"
"s3912.nmf","não especializado Oi Daiane boa noite com quem falo Boa noite eu quero confirmar o pagamento das faturas atrasadas telefone (77) 3621-2435 por causa da ligação cai deixa o telefone livre que eu retorno quais fatores que o efetuou o pagamento Kleber Quai"
"s3913.nmf","atendimento especializado Oi meu nome é Jonathan Boa noite com quem eu falo e nem contato outras vezes nosso sentimento a respeito de conta contestação não utilizou o bônus o número para qual deseja atendimento vinólia (88) 3645-1746 gentileza Qual "
"s3914.nmf","atendimento especializado Oi meu nome é Eduardo Boa noite com quem eu falo com Francisco Norte aluguei mas eu queria colocar no meu caso o número da lista de DDD 31 número 3731-7816 Rua Noel nutles aqui agora tá no seu nome Francisco Narciso Silvestre "
"s3915.nmf","atendimento personalizado Oi meu nome é ditado com quem eu falo gentileza Gustavo específico em relação para mim que eu tô tendo é para essa numeração mesmo que eu estou te ligando aqui tá com final 0609 telefone é de que operadora de cobrança t"
"s3916.nmf","atendimento especializado Oi meu nome é Jonathan Boa noite com quem eu falo para nosso atendimento o número para qual deseja atendimento Lucas é (89) 35821-5897 por gentileza o motivo da ligação telefônica Eduarda por gentileza eu te transfiro para <U+FFFD>"
"s3917.nmf","desejar uma boa noite com quem falo cada setor vip em qualquer alteração de plano serviço plano é o número 3429-1346 Qual é o plano de saúde plano já faz já perdi o protocolo protocolado o último foi agora no começo da tarde aí ela me deu vou p"
"s3918.nmf","Talita João Vitor Boa noite filha que eu quero bloqueio da linha pintadinha de bloqueio da linha 120 dias e o nome do titular tudo bem para homens de capa tá com frio Eu já virei um bloqueio anterior mente era a tá por isso que ele não tá instalado m"
"s3919.nmf","atendimento Oi boa tarde meu nome é Wesley com quem eu falo aí o negócio que eu paguei falou que em 24 horas lavar o carro e até hoje não voltou com essa ligação que eu tô falando sobre a paz Qual o valor que a senhora pagou e eu não sei o que que"
"s3920.nmf","atendimento da Oi Valéria boa noite boa noite Luciene eu queria contestar uma conta que chegou para mim só que não foi feito o serviço no caso eu pedi uma estalação de vela de vela com esse telefone e desde o mês passado até hoje não foi instalado"
"s3921.nmf","atendimento especializado Patrícia boa noite com quem falo Alexandre Alexandre sua ligação quero seu retorno tá bom em que posso lhe ajudar na conta de luz da garagem da doação da LBV toca aqui em casa ninguém tinha doado aí ela falou que ia mandar"
"s3922.nmf","atendimento especializado Nayara Boa tarde com quem eu falo com quem estou falando por favor com a Naiara é porque eu estava falando com uma joia aí é burro não aqui é Goiás aí já é agora já esperando ela esperando a ligação caiu depois que eu "
"s3923.nmf","atendimento especializado que fala com 5 cantado por gentileza é porque onde tem para mim eu não tô conseguindo a senha do roteador teria como mudar a senha já instalou ela falou que ia 136517488 só aguardar em mim que eu vou encaminhar "
"s3924.nmf","especializado Oi Daiane boa noite com quem falo Boa noite meu querido foi 2051-1057 do telefone livre que eu retorno mãe Cristiano novo endereço do CIEP 20766 500 Rua Edmundo Pereira 350 casa 1 + momento Cristiano muito obrigado por aguardar me desculpa "
"s3925.nmf","atendimento especializado Oi Maysa Boa tarde com quem eu falo com quem o Ivanildo em que posso te ajudar não está só um momento já falo com você tá a gente confirma que eu já te passo por reparo tá Me confirma o número do telefone por gentileza en"
"s3926.nmf","atendimento especializado Boa noite Renata eu não gosto da minha vida eu queria saber se estava de vocês da conta que tem como passar internet por favor com três primeiros dígitos do seu CPF 119 ela mandou falar para você agora você também 8428 São"
"s3927.nmf","caiu a ligação atendimento especializado da Oi boa tarde meu nome é Eliete com quem eu falo por gentileza Oi Santiago o seu telefone Deixa eu só confirmar aqui (51) 3716-2177 esse telefone que você deseja atendimento só um momento por gentileza local"
"s3928.nmf","atendimento personalizado Fabrício Boa noite com quem eu falo Boa noite telefone tá bloqueado né gentileza o número do CPF do titular da linha por favor o nome do titular André 050 someone coisa ligação cai o retorno para você no mesmo número tá "
"s3929.nmf","Boa tarde aqui é do atendimento especializado Oi com quem eu falo aí da Itatiaia Sabrina como é que o técnico veio aqui ele falou que não tem como ele vai ajeitar o que eu tenho que contratar um técnico particular para ajeitar o meu nome tem muito di"
"s3930.nmf","atendimento especializado Oi Pedro boa noite com quem eu falo que eu posso ajudar é que eu queria cancelar minha internet no telefone porque já liguei para ele vir atrás de sabe que não tem como mandar um tecnico porque contratar um técnico particular"
"s3931.nmf","atendimento personalizado Oi meu nome é Gustavo Com quem o Fábio gentileza com Vitor Vitor Vitor completo da vida saber se meu pagamento que eu fiz aí caiu eu confirmar aqui é Vitor Souza Paiva Costa diretamente na transformação qual foi o valor pago"
"s3932.nmf","atendimento especializado Oi meu nome é Marcos Boa tarde com quem eu falo Boa tarde fiquei aqui que você já entrou em contato outras vezes Taiane em que eu posso ajudar você a internet porque a gente tava com a conta atrasada paguei hoje de manhã demo"
"s3933.nmf","Stephanie Boa noite com quem eu falo o número que você deseja atendimento é o (21) 3655-9939 é só alguns dias atrás eu te ligou a gente pedir para cancelar mas logo após a gente ligou falando para não quer ficar mais aí eles falaram que aqui entra"
